roadSegment_id,roadSegment_type,lane_id,lane_roadid,lane_num,lane_length,lane_dir,lane_type,point_id,point_lane_id,point_left_lane_id,point_right_lane_id,point_cost,
1,0,6650,9,0,0,3.83718,0,6697,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6699,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6700,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6702,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6703,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6704,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6706,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6707,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6708,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6710,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6712,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6714,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6716,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6718,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6720,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6721,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6722,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6723,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6724,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6725,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6727,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6728,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6729,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6731,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6733,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6734,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6736,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6737,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6738,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6739,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6740,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6741,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6742,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6744,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6745,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6747,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6748,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6749,6650,2685,9447,0,
